datetime,open,close,high,low,volume,float
2007-03-13,1178.6700439453125,1158.27001953125,1178.6700439453125,1154.1199951171875,10851540,1146815774720
2007-03-14,1135.2099609375,1114.2099609375,1135.2099609375,1114.2099609375,8755970,890559987712
2007-03-15,1072.7900390625,1065.52001953125,1072.7900390625,1065.52001953125,6288720,755028197376
2007-03-16,1089.239990234375,1109.760009765625,1109.760009765625,1089.239990234375,8352030,866046443520
2007-03-19,1152.06005859375,1133.3399658203125,1152.06005859375,1133.3399658203125,8781590,1035633295360
2007-03-20,1133.77001953125,1117.25,1133.77001953125,1117.25,8193710,877971898368
2007-03-21,1116.7900390625,1111.6300048828125,1116.7900390625,1111.6300048828125,8446900,1029541986304
2007-03-22,1107.8599853515625,1099.8199462890625,1107.8599853515625,1099.8199462890625,7559950,967838793728
2007-03-23,1096.949951171875,1090.56005859375,1096.949951171875,1090.56005859375,6986600,952861196288
2007-03-26,1085.4599609375,1072.1600341796875,1085.4599609375,1070.72998046875,6062450,832707624960
2007-03-27,1050.27001953125,1034.239990234375,1050.27001953125,1034.239990234375,5468080,794023952384
2007-03-28,999.3499755859375,1031.7900390625,1031.7900390625,999.3499755859375,7309470,928415285248
2007-03-29,1050.1700439453125,1068.7099609375,1068.7099609375,1050.1700439453125,6852240,918474784768
2007-03-30,1091.22998046875,1071.3299560546875,1091.22998046875,1071.3299560546875,8359290,1068501499904
2007-04-02,1059.1800537109375,1055.0999755859375,1061.75,1055.0999755859375,6785410,759642849280
2007-04-03,1030.9300537109375,1027.530029296875,1030.9300537109375,1027.4300537109375,4217300,557503676416
2007-04-04,1030.68994140625,1050.9000244140625,1050.9000244140625,1030.68994140625,4504010,533383643136
2007-04-05,1058.530029296875,1048.97998046875,1058.530029296875,1048.97998046875,4562630,556560744448
2007-04-06,1033.77001953125,1033.9200439453125,1033.9200439453125,1032.6400146484375,4032090,507207942144
2007-04-09,1041.2900390625,1041.3599853515625,1041.3599853515625,1039.97998046875,2979000,381000974336
2007-04-10,1044.9000244140625,1039.6700439453125,1044.9000244140625,1039.6700439453125,3795820,507981955072
2007-04-11,1037.1600341796875,1034.6800537109375,1037.25,1034.6800537109375,2734500,358647529472
2007-04-12,1031.2099609375,1027.5799560546875,1031.2099609375,1027.5799560546875,3650020,531268042752
2007-04-13,1026.4000244140625,1012.97998046875,1026.4000244140625,1012.97998046875,4166330,540858187776
2007-04-16,998.1400146484375,983.0,998.1400146484375,983.0,4711750,667192590336
2007-04-17,968.9600219726562,965.719970703125,968.9600219726562,965.719970703125,4775440,591725789184
2007-04-18,979.8599853515625,1001.1199951171875,1001.1199951171875,979.8599853515625,3680490,442502578176
2007-04-19,1015.0999755859375,998.0900268554688,1015.0999755859375,998.0900268554688,6484600,788357447680
2007-04-20,981.9500122070312,968.8800048828125,981.9500122070312,968.8800048828125,4305390,568349229056
2007-04-23,940.5800170898438,931.1799926757812,940.5800170898438,931.1799926757812,3412900,409056411648
2007-04-24,907.469970703125,905.530029296875,907.6500244140625,905.530029296875,4345970,470455189504
2007-04-25,903.9400024414062,923.8900146484375,923.8900146484375,903.9400024414062,4410190,567053058048
2007-05-02,933.2999877929688,935.47998046875,935.47998046875,933.2999877929688,3997310,546919383040
2007-05-03,939.02001953125,937.4600219726562,941.030029296875,937.4600219726562,3204810,453311660032
2007-05-04,941.1400146484375,947.1900024414062,947.1900024414062,941.1400146484375,2695500,370664144896
2007-05-07,969.47998046875,983.6199951171875,983.6199951171875,969.47998046875,4465590,643097559040
2007-05-08,1017.239990234375,1015.4299926757812,1017.239990234375,1015.4299926757812,5431280,659010617344
2007-05-09,1029.6600341796875,1019.9600219726562,1029.6600341796875,1019.9600219726562,6030250,819809878016
2007-05-10,1026.4599609375,1020.0399780273438,1026.4599609375,1020.0399780273438,3842610,591603302400
2007-05-11,1022.3499755859375,1039.6300048828125,1039.6300048828125,1022.3499755859375,4251680,628933328896
2007-05-14,1061.8900146484375,1066.0400390625,1066.0400390625,1061.8900146484375,5233040,730170392576
2007-05-15,1069.1500244140625,1054.68994140625,1069.1500244140625,1054.68994140625,5565560,654376763392
2007-05-16,1051.6199951171875,1040.989990234375,1051.6199951171875,1040.989990234375,4738670,709239177216
2007-05-17,1039.27001953125,1059.7900390625,1059.7900390625,1039.27001953125,4965380,696359976960
2007-05-18,1063.3299560546875,1066.56005859375,1066.56005859375,1063.3299560546875,5430620,731166736384
2007-05-21,1077.6199951171875,1085.4100341796875,1085.4100341796875,1077.6199951171875,5458280,765310271488
2007-05-22,1102.699951171875,1107.52001953125,1107.52001953125,1102.699951171875,7138500,946353995776
2007-05-23,1127.75,1113.18994140625,1127.75,1113.18994140625,8006120,1102069891072
2007-05-24,1101.7900390625,1085.300048828125,1101.7900390625,1085.300048828125,5775610,704370769920
2007-05-25,1073.52001953125,1089.5999755859375,1089.5999755859375,1073.52001953125,5820630,823857905664
2007-05-28,1113.239990234375,1098.6400146484375,1113.239990234375,1098.6400146484375,5650020,723933659136
2007-05-29,1102.8199462890625,1093.77001953125,1102.8199462890625,1093.77001953125,5961530,834270068736
2007-05-30,1080.9599609375,1077.8800048828125,1080.9599609375,1077.8800048828125,4697360,599435182080
2007-05-31,1087.550048828125,1081.47998046875,1087.550048828125,1081.47998046875,5168490,662582657024
2007-06-01,1085.9300537109375,1077.3599853515625,1085.9300537109375,1077.3599853515625,5187070,655390212096
2007-06-04,1074.1800537109375,1062.0999755859375,1074.1800537109375,1062.0999755859375,4764980,590143029248
2007-06-05,1051.6800537109375,1039.6600341796875,1051.6800537109375,1039.6600341796875,5462140,708725440512
2007-06-06,1040.449951171875,1045.2900390625,1045.2900390625,1038.9000244140625,6158370,752934453248
2007-06-07,1057.5400390625,1060.02001953125,1060.56005859375,1057.5400390625,4865430,508809150464
2007-06-08,1067.1300048828125,1057.3599853515625,1067.1300048828125,1054.780029296875,7527410,698374553600
2007-06-11,1042.0899658203125,1040.75,1042.0899658203125,1037.2900390625,4957650,564155383808
2007-06-12,1034.8800048828125,1036.5400390625,1036.5400390625,1034.8800048828125,5085160,533882863616
2007-06-13,1035.969970703125,1038.800048828125,1038.800048828125,1033.7099609375,5546620,621350748160
2007-06-14,1044.02001953125,1042.7900390625,1044.02001953125,1042.7900390625,5896260,676762288128
2007-06-15,1050.6300048828125,1048.18994140625,1050.6300048828125,1048.18994140625,5318510,581243240448
2007-06-18,1046.4200439453125,1043.989990234375,1046.6199951171875,1043.989990234375,5665300,701901111296
2007-06-19,1047.949951171875,1049.5799560546875,1049.8699951171875,1047.949951171875,6054960,649620684800
2007-06-20,1050.8800048828125,1045.280029296875,1050.8800048828125,1045.280029296875,6392950,660607074304
2007-06-21,1043.9599609375,1034.4300537109375,1043.9599609375,1034.4300537109375,5177010,526585298944
2007-06-22,1031.260009765625,1033.68994140625,1037.449951171875,1031.260009765625,5305310,651627724800
2007-06-25,1047.969970703125,1044.3900146484375,1047.969970703125,1044.3900146484375,4397100,487154352128
2007-06-26,1064.1500244140625,1055.699951171875,1064.1500244140625,1054.3800048828125,4983050,587665702912
2007-06-27,1057.0799560546875,1032.9599609375,1057.0799560546875,1032.9599609375,4316970,574872485888
2007-06-28,1024.300048828125,1024.0400390625,1024.6199951171875,1024.0400390625,3977940,465022386176
2007-06-29,1020.6400146484375,1024.6800537109375,1024.6800537109375,1020.6400146484375,4008410,452873650176
2007-07-02,1015.7100219726562,994.1699829101562,1015.7100219726562,994.1699829101562,5471790,577424195584
2007-07-03,976.1099853515625,977.2999877929688,977.2999877929688,975.4000244140625,5479910,571965440000
2007-07-04,996.1400146484375,1013.5599975585938,1013.5599975585938,996.1400146484375,4746820,492078432256
2007-07-05,1013.9500122070312,1012.8200073242188,1013.9500122070312,1012.8200073242188,5218240,583368638464
2007-07-06,1008.3599853515625,1010.530029296875,1010.530029296875,1008.3599853515625,3482520,373789720576
2007-07-09,1004.3900146484375,1010.27001953125,1010.27001953125,1004.3900146484375,3773850,458072031232
2007-07-10,1015.1500244140625,1023.0399780273438,1023.0399780273438,1015.1500244140625,4656500,523143348224
2007-07-11,1032.4300537109375,1029.8499755859375,1032.7099609375,1029.8499755859375,4754480,515505750016
2007-07-12,1025.719970703125,1017.6799926757812,1025.719970703125,1017.6799926757812,4243210,403516293120
2007-07-13,1010.7100219726562,1015.72998046875,1015.72998046875,1010.7100219726562,4211130,582397526016
2007-07-16,1005.1599731445312,995.8300170898438,1005.1599731445312,995.8300170898438,3994340,439901814784
2007-07-17,995.8599853515625,1000.3300170898438,1001.0499877929688,995.8599853515625,4000980,442762952704
2007-07-18,998.75,994.72998046875,998.75,994.72998046875,4025070,473298731008
2007-07-19,990.8400268554688,984.4299926757812,990.8400268554688,984.4299926757812,3531300,340691058688
2007-07-20,980.3499755859375,981.3099975585938,982.1699829101562,980.3499755859375,4692360,431447375872
2007-07-23,979.22998046875,979.22998046875,979.22998046875,979.22998046875,4692360,431447375872
2007-07-24,982.1699829101562,982.4299926757812,983.530029296875,982.1699829101562,5067280,536788238336
2007-07-25,975.0800170898438,972.5599975585938,975.0800170898438,970.5499877929688,4496420,509152198656
2007-07-26,965.9199829101562,956.1300048828125,965.9199829101562,956.1300048828125,3432540,356277878784
2007-07-27,946.030029296875,940.3599853515625,946.030029296875,939.9400024414062,3392690,364577488896
2007-07-30,928.47998046875,925.4400024414062,931.5499877929688,924.8699951171875,2204160,242046468096
2007-07-31,905.7999877929688,907.9500122070312,908.0399780273438,896.1099853515625,4511310,468019085312
2007-08-01,905.3400268554688,923.1400146484375,925.9199829101562,903.6099853515625,4813010,497724555264
2007-08-02,926.6699829101562,911.1799926757812,926.9500122070312,911.1799926757812,4692420,480727236608
2007-08-03,895.219970703125,892.8800048828125,898.239990234375,892.8800048828125,3803430,438301556736
2007-08-06,892.8800048828125,883.9000244140625,894.0800170898438,883.9000244140625,3231500,317387374592
2007-08-07,890.75,896.9099731445312,898.760009765625,890.4199829101562,3517070,362244571136
2007-08-08,902.780029296875,910.0499877929688,910.0499877929688,900.6599731445312,4070630,474006716416
2007-08-09,923.1500244140625,938.2100219726562,938.2100219726562,921.7899780273438,4646490,500262109184
2007-08-10,942.3300170898438,935.6799926757812,942.3300170898438,924.97998046875,5382520,640914292736
2007-08-13,916.0,909.1500244140625,916.6799926757812,909.1500244140625,3245980,362095411200
2007-08-14,912.8200073242188,923.1500244140625,923.1500244140625,912.8200073242188,3588960,377900564480
2007-08-15,918.1699829101562,915.3400268554688,918.1699829101562,913.469970703125,2999350,301618462720
2007-08-16,904.469970703125,900.260009765625,907.5399780273438,900.260009765625,3582160,384727252992
2007-08-17,886.9199829101562,887.9299926757812,889.989990234375,886.3499755859375,3822720,411803123712
2007-08-20,876.0399780273438,890.02001953125,890.02001953125,875.0599975585938,4452350,476120514560
2007-08-21,897.030029296875,895.719970703125,899.989990234375,892.530029296875,5507240,501810692096
2007-08-22,898.6199951171875,892.0700073242188,898.6199951171875,892.0700073242188,4204280,398400487424
2007-08-23,891.5,887.6199951171875,891.5800170898438,886.010009765625,4871050,412199616512
2007-08-24,897.0599975585938,905.47998046875,905.47998046875,896.760009765625,6780190,642932736000
2007-08-27,911.010009765625,909.0700073242188,911.010009765625,906.5499877929688,5587740,527224864768
2007-08-28,904.75,902.5800170898438,905.5900268554688,900.8499755859375,4675530,511405588480
2007-08-29,895.5399780273438,901.1699829101562,901.1699829101562,894.0599975585938,4838170,483485941760
2007-08-30,901.260009765625,903.9400024414062,905.2000122070312,899.1900024414062,4098470,420201037824
2007-08-31,904.5700073242188,908.3699951171875,910.0700073242188,904.5700073242188,6264420,605349347328
2007-09-04,919.8699951171875,929.8499755859375,929.8499755859375,919.8699951171875,5673710,537882591232
2007-09-05,938.760009765625,925.5700073242188,938.760009765625,925.5700073242188,6789000,627507462144
2007-09-06,926.1099853515625,928.3599853515625,928.3599853515625,925.989990234375,6233390,500764147712
2007-09-07,929.530029296875,934.1300048828125,934.1300048828125,929.530029296875,6208740,521547939840
2007-09-10,933.02001953125,927.1400146484375,933.02001953125,927.1400146484375,5534110,455724171264
2007-09-11,925.280029296875,920.47998046875,925.280029296875,920.47998046875,5771660,445833936896
2007-09-12,922.6599731445312,921.1900024414062,923.8300170898438,921.1900024414062,6332870,462429028352
2007-09-13,920.5499877929688,921.3099975585938,921.3099975585938,920.5499877929688,4870380,388164026368
2007-09-14,924.1400146484375,930.4600219726562,930.4600219726562,924.1400146484375,5115070,453440831488
2007-09-17,932.3800048828125,934.739990234375,934.739990234375,932.3800048828125,5543960,475345453056
2007-09-18,933.780029296875,935.1699829101562,935.1699829101562,933.780029296875,6276630,501070200832
2007-09-19,942.52001953125,946.219970703125,946.219970703125,942.52001953125,6464750,615917551616
2007-09-20,960.5599975585938,963.6099853515625,963.6099853515625,960.5599975585938,9618100,871229292544
2007-09-21,965.2000122070312,958.6699829101562,965.2000122070312,958.6699829101562,10347010,920673648640
2007-09-24,967.8900146484375,975.8200073242188,975.8200073242188,967.8900146484375,9424070,873967976448
2007-09-25,1005.7899780273438,1009.8800048828125,1009.8800048828125,1005.7899780273438,12021490,1221711364096
2007-09-26,1029.72998046875,1015.9099731445312,1029.72998046875,1015.3900146484375,13588520,1255753121792
2007-09-27,1012.4099731445312,1014.0900268554688,1014.0900268554688,1012.1699829101562,10897620,1051041464320
2007-09-28,1030.77001953125,1046.8599853515625,1046.8599853515625,1030.77001953125,14138920,1375312936960
2007-10-01,1072.719970703125,1084.3900146484375,1084.3900146484375,1072.719970703125,13331540,1478594527232
2007-10-02,1096.969970703125,1099.47998046875,1099.47998046875,1092.300048828125,16073350,1742200504320
2007-10-03,1099.3399658203125,1106.5999755859375,1106.5999755859375,1099.22998046875,13407700,1486999519232
2007-10-04,1107.800048828125,1087.760009765625,1107.800048828125,1087.760009765625,14169190,1530283556864
2007-10-05,1086.9200439453125,1081.6300048828125,1086.9200439453125,1081.6300048828125,13753700,1475139469312
2007-10-08,1084.5799560546875,1084.8699951171875,1088.1099853515625,1084.5799560546875,12581270,1250800828416
2007-10-09,1093.0699462890625,1097.3599853515625,1097.3599853515625,1093.0699462890625,13341890,1201802444800
2007-10-10,1110.780029296875,1104.6700439453125,1110.780029296875,1104.6700439453125,11789350,1124918099968
2007-10-11,1107.050048828125,1099.31005859375,1107.050048828125,1099.31005859375,11307770,1075038781440
2007-10-12,1097.5799560546875,1104.6099853515625,1104.6099853515625,1097.5799560546875,12763490,1311492145152
2007-10-15,1104.4200439453125,1105.2099609375,1105.2099609375,1103.93994140625,11317810,1097119629312
2007-10-16,1106.6700439453125,1103.8800048828125,1106.6700439453125,1103.7900390625,11844080,1216285245440
2007-10-17,1106.2099609375,1101.2900390625,1106.719970703125,1101.2900390625,12719330,1268784824320
2007-10-18,1094.9300537109375,1088.6800537109375,1094.9300537109375,1088.6800537109375,12882280,1247141429248
2007-10-19,1078.2099609375,1097.0699462890625,1097.0699462890625,1078.2099609375,11134710,1133761921024
2007-10-22,1091.760009765625,1085.739990234375,1091.760009765625,1085.739990234375,9799430,1009180868608
2007-10-23,1079.06005859375,1075.2900390625,1079.06005859375,1075.2900390625,9980580,1076210171904
2007-10-24,1079.5999755859375,1096.199951171875,1096.199951171875,1079.5999755859375,10044240,1020230369280
2007-10-25,1103.0899658203125,1095.530029296875,1103.0899658203125,1095.530029296875,11323150,1208842846208
2007-10-26,1095.280029296875,1092.47998046875,1095.280029296875,1092.47998046875,11370340,1102909538304
2007-10-29,1077.8599853515625,1064.199951171875,1077.8599853515625,1064.199951171875,14098100,2029434175488
2007-10-30,1068.31005859375,1069.780029296875,1071.1500244140625,1068.31005859375,11226940,1345734705152
2007-10-31,1065.6800537109375,1065.0899658203125,1072.469970703125,1065.0899658203125,10967620,1296753098752
2007-11-01,1074.0899658203125,1075.9200439453125,1078.800048828125,1073.31005859375,10069520,1132860538880
2007-11-02,1074.6800537109375,1066.6300048828125,1075.489990234375,1066.6300048828125,10449640,1157494603776
2007-11-05,1045.31005859375,1047.1500244140625,1055.3499755859375,1045.31005859375,13976900,1507739435008
2007-11-06,1036.5699462890625,1031.7099609375,1036.8399658203125,1031.7099609375,11111590,1250375630848
2007-11-07,1026.25,1031.199951171875,1036.949951171875,1025.97998046875,12822220,1376671367168
2007-11-08,1031.949951171875,1026.469970703125,1034.3499755859375,1024.469970703125,8231280,870061047808
2007-11-09,1012.4299926757812,1018.2899780273438,1018.2899780273438,1010.530029296875,11505820,1249957117952
2007-11-12,1012.5,1006.1199951171875,1015.4299926757812,1006.1199951171875,9424150,949927936000
2007-11-13,999.3800048828125,973.5900268554688,999.3800048828125,973.5900268554688,12839120,1235491094528
2007-11-14,986.9099731445312,993.75,1008.1599731445312,986.9099731445312,12808490,1306026573824
2007-11-15,1007.0599975585938,1002.7100219726562,1007.6099853515625,999.5999755859375,12715190,1360916905984
2007-11-16,996.0700073242188,998.219970703125,1001.3699951171875,995.77001953125,8028320,885622112256
2007-11-19,996.47998046875,998.75,999.4500122070312,995.5900268554688,6406450,706585886720
2007-11-20,984.2999877929688,983.52001953125,986.510009765625,982.510009765625,7086490,745377431552
2007-11-21,963.5599975585938,971.489990234375,972.260009765625,963.5599975585938,8405070,901615714304
2007-11-22,977.5700073242188,977.1699829101562,983.6900024414062,976.1199951171875,7226680,739352641536
2007-11-23,979.1099853515625,975.9199829101562,981.3800048828125,974.4400024414062,6357310,653917356032
2007-11-26,982.1799926757812,991.3800048828125,991.3800048828125,980.8599853515625,9189060,944590553088
2007-11-27,998.719970703125,988.0800170898438,999.4000244140625,988.0800170898438,7979180,885344501760
2007-11-28,988.5900268554688,984.5700073242188,989.6900024414062,984.5700073242188,6779460,707686236160
2007-11-29,984.8599853515625,980.0900268554688,987.3699951171875,980.0900268554688,6741150,697875038208
2007-11-30,973.1900024414062,972.3499755859375,980.0900268554688,972.3499755859375,8267420,848426106880
2007-12-03,977.8599853515625,987.9600219726562,987.9600219726562,977.8599853515625,8220190,794077298688
2007-12-04,990.510009765625,988.9099731445312,992.5399780273438,988.9099731445312,9313430,980545765376
2007-12-05,981.9500122070312,976.2100219726562,981.9500122070312,976.2100219726562,7609570,805882429440
2007-12-06,973.6500244140625,974.4600219726562,974.4600219726562,971.489990234375,5878330,602051379200
2007-12-07,970.1500244140625,974.6300048828125,976.8900146484375,970.1500244140625,6455380,661905801216
2007-12-10,966.719970703125,958.47998046875,968.1699829101562,958.47998046875,6210520,643680567296
2007-12-11,948.9099731445312,941.0399780273438,949.3699951171875,941.0399780273438,7389530,738026782720
2007-12-12,936.2000122070312,946.3200073242188,952.8800048828125,935.9299926757812,7460800,720052879360
2007-12-13,941.760009765625,930.3599853515625,941.760009765625,930.3599853515625,5793160,626246025216
2007-12-14,924.1099853515625,922.0900268554688,927.8800048828125,922.0900268554688,5404390,549694570496
2007-12-17,918.6099853515625,911.1500244140625,920.25,911.1500244140625,5599770,605979934720
2007-12-18,911.4199829101562,919.5999755859375,919.5999755859375,909.7999877929688,7068380,718504525824
2007-12-19,932.5900268554688,946.780029296875,946.780029296875,932.5900268554688,8299280,846897807360
2007-12-20,949.1500244140625,930.4500122070312,949.1500244140625,930.4500122070312,7018570,734057791488
2007-12-21,930.3699951171875,935.0700073242188,935.6099853515625,929.9199829101562,6655160,757631942656
2007-12-24,933.6599731445312,930.8599853515625,934.77001953125,929.969970703125,5457610,520796602368
2007-12-25,925.1099853515625,918.4299926757812,925.3200073242188,918.4299926757812,5831860,523943182336
2007-12-26,917.3099975585938,924.3699951171875,924.3699951171875,916.239990234375,5510840,522804363264
2007-12-27,923.0800170898438,921.75,925.1099853515625,921.75,5449580,537656098816
2007-12-28,920.719970703125,927.02001953125,927.02001953125,920.719970703125,5296830,514082406400
2008-01-02,925.6599731445312,921.0700073242188,926.010009765625,921.0700073242188,4543630,442683588608
2008-01-03,913.5599975585938,908.25,915.4600219726562,908.25,4850620,469887385600
2008-01-04,904.8300170898438,903.0900268554688,905.3800048828125,903.0900268554688,4409690,424254832640
2008-01-07,899.530029296875,887.0800170898438,899.530029296875,884.030029296875,6177560,578416607232
2008-01-08,892.6799926757812,893.739990234375,899.219970703125,892.6799926757812,5919770,553052143616
2008-01-09,888.6900024414062,878.4099731445312,889.1199951171875,878.4099731445312,6115760,536451710976
2008-01-10,858.0700073242188,850.0700073242188,858.5800170898438,849.6900024414062,10101130,932980981760
2008-01-11,860.52001953125,860.77001953125,867.5,860.1300048828125,7088110,633259884544
2008-01-14,859.2899780273438,841.0,859.2899780273438,841.0,7000570,632654266368
2008-01-15,819.0399780273438,808.8300170898438,820.2000122070312,807.719970703125,9382680,793152192512
2008-01-16,836.4299926757812,846.0700073242188,846.0700073242188,835.2000122070312,9010790,796462481408
2008-01-17,861.780029296875,833.8099975585938,861.780029296875,830.739990234375,9950270,844026478592
2008-01-18,831.0800170898438,847.0499877929688,847.0499877929688,828.219970703125,5602330,473040879616
2008-01-21,839.3099975585938,833.8800048828125,839.3699951171875,833.8800048828125,5195510,494020395008
2008-01-22,808.4600219726562,807.739990234375,813.010009765625,807.739990234375,7393800,602618527744
2008-01-23,785.77001953125,776.6799926757812,787.1199951171875,775.2999877929688,8336830,649701294080
2008-01-24,785.9199829101562,764.1300048828125,790.52001953125,764.1300048828125,8074170,654130020352
2008-01-25,763.6599731445312,776.0399780273438,778.8200073242188,762.989990234375,6206740,503128981504
2008-01-28,781.9199829101562,785.0700073242188,785.0700073242188,775.9000244140625,6407110,495787474944
2008-01-29,787.2999877929688,811.6099853515625,811.6099853515625,786.4199829101562,8662410,720899407872
2008-01-30,844.9500122070312,843.0999755859375,848.8800048828125,843.0999755859375,10961810,986478542848
2008-01-31,831.739990234375,844.1099853515625,844.1099853515625,826.030029296875,12386380,974273314816
2008-02-01,854.1500244140625,859.6199951171875,859.6199951171875,852.3200073242188,10929330,912442261504
2008-02-12,857.02001953125,841.22998046875,857.02001953125,840.5,6027010,470389751808
2008-02-13,830.5399780273438,817.8599853515625,830.77001953125,817.8599853515625,7012110,559288549376
2008-02-14,824.3400268554688,823.4600219726562,832.6599731445312,823.4600219726562,7075510,555142807552
2008-02-15,821.0,816.030029296875,821.0,813.8900146484375,5580320,440269701120
2008-02-18,784.7999877929688,782.5700073242188,786.4500122070312,780.7999877929688,11864060,918979280896
2008-02-19,764.4199829101562,776.7899780273438,780.9099731445312,764.1699829101562,8701260,683040112640
2008-02-20,775.2999877929688,744.9199829101562,775.9299926757812,744.9199829101562,9454220,712487010304
2008-02-21,711.780029296875,710.4500122070312,712.27001953125,710.1699829101562,7424120,495222521856
2008-02-22,678.3200073242188,687.0999755859375,687.0999755859375,677.7899780273438,13878440,885444116480
2008-02-25,706.0,715.0399780273438,715.25,706.0,11418200,847547203584
2008-02-26,714.8599853515625,692.9099731445312,714.8599853515625,692.8800048828125,11049330,733633314816
2008-02-27,681.4500122070312,686.489990234375,704.6699829101562,681.3499755859375,8388650,573723574272
2008-02-28,687.75,678.1199951171875,688.7000122070312,677.7999877929688,8434530,527751446528
2008-02-29,670.489990234375,663.2999877929688,672.1500244140625,661.75,10351870,690331189248
2008-03-03,646.0800170898438,635.239990234375,646.3099975585938,634.219970703125,9393810,535969300480
2008-03-04,608.0499877929688,608.8800048828125,608.8800048828125,606.0999755859375,6939890,396662472704
2008-03-05,581.1900024414062,583.4500122070312,583.4500122070312,580.4000244140625,9009920,503694163968
2008-03-06,609.77001953125,611.1699829101562,611.260009765625,609.77001953125,8845120,614983139328
2008-03-07,638.22998046875,640.1400146484375,640.1400146484375,638.22998046875,8169220,515253829632
